Tax Year,Login Date,Completed_Product,Marketing_Channel,CUSTOMER_TYPE,Login_Flag,Completed,Session_Count,Price
TY13,2/1/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/1/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/1/2014,Deluxe,Organic Search,Veteran,1,1,9,$39.99
TY13,2/1/2014,Deluxe,Paid Search,Veteran,1,1,5,$39.99
TY13,2/1/2014,Free,FI Channel,Veteran,1,1,2,$0.00
TY13,2/1/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/1/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/1/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/1/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/2/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,2/2/2014,Deluxe,DR,Veteran,1,1,5,$39.99
TY13,2/2/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/2/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/2/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/2/2014,Free,Organic Search,Veteran,1,1,4,$0.00
TY13,2/2/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/2/2014,Free,FI Channel,Veteran,1,1,0,$0.00
TY13,2/2/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/2/2014,Free,Display,Veteran,1,1,0,$0.00
TY13,2/2/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/2/2014,Premier,FI Channel,Veteran,1,1,6,$59.99
TY13,2/3/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/3/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/3/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/3/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/3/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/3/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/3/2014,Deluxe,Non-Campaign,Veteran,1,1,8,$39.99
TY13,2/3/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/3/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/3/2014,Free,Organic Search,Veteran,1,1,4,$0.00
TY13,2/3/2014,Free,FI Channel,Veteran,1,1,0,$0.00
TY13,2/3/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/3/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/3/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/3/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/4/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/4/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/4/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/4/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/4/2014,(null),Display,(null),1,0,3,(null)
TY13,2/4/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/4/2014,Deluxe,Non-Campaign,Veteran,1,1,6,$39.99
TY13,2/4/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/4/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,2/4/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/4/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/4/2014,Deluxe,Paid Search,Veteran,1,1,5,$39.99
TY13,2/4/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/4/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/4/2014,Free,FI Channel,Veteran,1,1,1,$0.00
TY13,2/4/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,2/4/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/4/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/4/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/4/2014,H & B,Non-Campaign,Veteran,1,1,0,$99.99
TY13,2/4/2014,Premier,Paid Search,Veteran,1,1,9,$59.99
TY13,2/4/2014,Premier,Organic Search,Veteran,1,1,1,$59.99
TY13,2/4/2014,Premier,Paid Search,Veteran,1,1,1,$59.99
TY13,2/5/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/5/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/5/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/5/2014,Deluxe,DR,Veteran,1,1,0,$39.99
TY13,2/5/2014,Deluxe,Affiliate,Veteran,1,1,(null),$39.99
TY13,2/5/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,2/5/2014,Deluxe,Paid Search,Veteran,1,1,5,$39.99
TY13,2/5/2014,Deluxe,Non-Campaign,Veteran,1,1,6,$39.99
TY13,2/5/2014,Deluxe,Organic Search,New,1,1,5,$39.99
TY13,2/5/2014,Free,Non-Campaign,New,1,1,4,$0.00
TY13,2/5/2014,Free,Organic Search,New,1,1,0,$0.00
TY13,2/5/2014,Free,Non-Campaign,New,1,1,2,$0.00
TY13,2/5/2014,Free,Organic Search,New,1,1,6,$0.00
TY13,2/5/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/5/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,2/5/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/5/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/5/2014,Free,Affiliate,Veteran,1,1,1,$0.00
TY13,2/5/2014,H & B,Paid Search,Veteran,1,1,0,$99.99
TY13,2/5/2014,Premier,Affiliate,Veteran,1,1,7,$59.99
TY13,2/6/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/6/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/6/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,2/6/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/6/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/6/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/6/2014,(null),Organic Search,(null),1,0,1,(null)
TY13,2/6/2014,Deluxe,Non-Campaign,Veteran,1,1,3,$39.99
TY13,2/6/2014,Deluxe,Paid Search,Veteran,1,1,6,$39.99
TY13,2/6/2014,Deluxe,DR,Veteran,1,1,0,$39.99
TY13,2/6/2014,Deluxe,DR,Veteran,1,1,0,$39.99
TY13,2/6/2014,Deluxe,DR,New,1,1,1,$39.99
TY13,2/6/2014,Deluxe,DR,New,1,1,1,$39.99
TY13,2/6/2014,Deluxe,Non-Campaign,New,1,1,1,$39.99
TY13,2/6/2014,Deluxe,Non-Campaign,New,1,1,1,$39.99
TY13,2/6/2014,Free,Non-Campaign,New,1,1,3,$0.00
TY13,2/6/2014,Free,FI Channel,New,1,1,1,$0.00
TY13,2/6/2014,Free,Non-Campaign,New,1,1,3,$0.00
TY13,2/6/2014,Free,Paid Search,Veteran,1,1,0,$0.00
TY13,2/6/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/6/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,2/6/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/6/2014,H & B,Organic Search,Veteran,1,1,8,$99.99
TY13,2/6/2014,Premier,Non-Campaign,Veteran,1,1,4,$59.99
TY13,2/7/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/7/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/7/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/7/2014,Deluxe,DR,Veteran,1,1,5,$39.99
TY13,2/7/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/7/2014,Deluxe,DR,Veteran,1,1,4,$39.99
TY13,2/7/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,2/7/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/7/2014,Free,Organic Search,Veteran,1,1,3,$0.00
TY13,2/7/2014,Free,Organic Search,New,1,1,1,$0.00
TY13,2/7/2014,Free,Non-Campaign,New,1,1,1,$0.00
TY13,2/7/2014,Free,DR,New,1,1,5,$0.00
TY13,2/7/2014,Free,DR,New,1,1,0,$0.00
TY13,2/7/2014,Free,Organic Search,New,1,1,2,$0.00
TY13,2/7/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/7/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,2/7/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/7/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/7/2014,H & B,Non-Campaign,Veteran,1,1,0,$99.99
TY13,2/8/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/8/2014,Deluxe,DR,Veteran,1,1,1,$39.99
TY13,2/8/2014,Deluxe,Paid Search,Veteran,1,1,3,$39.99
TY13,2/8/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,2/8/2014,Deluxe,DR,New,1,1,1,$39.99
TY13,2/8/2014,Deluxe,Paid Search,New,1,1,2,$39.99
TY13,2/8/2014,Deluxe,Paid Search,New,1,1,0,$39.99
TY13,2/8/2014,Deluxe,DR,New,1,1,4,$39.99
TY13,2/8/2014,Free,Affiliate,New,1,1,3,$0.00
TY13,2/8/2014,Free,Organic Search,New,1,1,3,$0.00
TY13,2/8/2014,Free,FI Channel,Veteran,1,1,1,$0.00
TY13,2/8/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/8/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/8/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/9/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,2/9/2014,(null),DR,(null),1,0,1,(null)
TY13,2/9/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/9/2014,Deluxe,Display,Veteran,1,1,0,$39.99
TY13,2/9/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/9/2014,Free,Paid Search,Veteran,1,1,5,$0.00
TY13,2/9/2014,Free,FI Channel,Veteran,1,1,1,$0.00
TY13,2/9/2014,Free,Non-Campaign,Veteran,1,1,6,$0.00
TY13,2/9/2014,Free,Affiliate,Veteran,1,1,5,$0.00
TY13,2/9/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/9/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/9/2014,Free,Organic Search,Veteran,1,1,6,$0.00
TY13,2/9/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,2/9/2014,H & B,DR,Veteran,1,1,4,$99.99
TY13,2/10/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,2/10/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/10/2014,(null),DR,(null),1,0,1,(null)
TY13,2/10/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/10/2014,(null),DR,(null),1,0,1,(null)
TY13,2/10/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/10/2014,Deluxe,Display,Veteran,1,1,0,$39.99
TY13,2/10/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,2/10/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/10/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/10/2014,Free,DR,Veteran,1,1,6,$0.00
TY13,2/10/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/10/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/10/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/10/2014,H & B,Paid Search,Veteran,1,1,8,$99.99
TY13,2/11/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,2/11/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,2/11/2014,(null),Non-Campaign,(null),1,0,2,(null)
TY13,2/11/2014,(null),Paid Search,(null),1,0,3,(null)
TY13,2/11/2014,(null),Organic Search,(null),1,0,4,(null)
TY13,2/11/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,2/11/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,2/11/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,2/11/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/11/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,2/11/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/11/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/11/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/11/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/11/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/11/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,2/11/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/11/2014,H & B,Non-Campaign,Veteran,1,1,1,$99.99
TY13,2/11/2014,Premier,Paid Search,Veteran,1,1,17,$59.99
TY13,2/12/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/12/2014,(null),FI Channel,(null),1,0,2,(null)
TY13,2/12/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,2/12/2014,Deluxe,Non-Campaign,Veteran,1,1,2,$39.99
TY13,2/12/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/12/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/12/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,2/12/2014,Free,Non-Campaign,Veteran,1,1,4,$0.00
TY13,2/12/2014,Free,Organic Search,Veteran,1,1,0,$0.00
TY13,2/12/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/12/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/12/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,2/12/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/12/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/12/2014,Free,Affiliate,Veteran,1,1,(null),$0.00
TY13,2/12/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/12/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/12/2014,Free,Non-Campaign,Veteran,1,1,10,$0.00
TY13,2/12/2014,H & B,Non-Campaign,Veteran,1,1,0,$99.99
TY13,2/12/2014,H & B,Organic Search,Veteran,1,1,0,$99.99
TY13,2/12/2014,H & B,Organic Search,Veteran,1,1,1,$99.99
TY13,2/12/2014,Premier,DR,Veteran,1,1,4,$59.99
TY13,2/13/2014,(null),Organic Search,(null),1,0,(null),(null)
TY13,2/13/2014,(null),Paid Search,(null),1,0,0,(null)
TY13,2/13/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/13/2014,Deluxe,Organic Search,Veteran,1,1,0,$39.99
TY13,2/13/2014,Deluxe,Non-Campaign,Veteran,1,1,0,$39.99
TY13,2/13/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/13/2014,Free,Non-Campaign,Veteran,1,1,0,$0.00
TY13,2/13/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,2/13/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/14/2014,Deluxe,Non-Campaign,Veteran,1,1,3,$39.99
TY13,2/14/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,2/14/2014,Free,Organic Search,Veteran,1,1,15,$0.00
TY13,2/14/2014,Free,DR,Veteran,1,1,2,$0.00
TY13,2/14/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/14/2014,Free,DR,Veteran,1,1,1,$0.00
TY13,2/14/2014,Free,Paid Search,Veteran,1,1,3,$0.00
TY13,2/14/2014,Free,Organic Search,Veteran,1,1,2,$0.00
TY13,2/14/2014,Premier,Non-Campaign,Veteran,1,1,0,$59.99
TY13,2/15/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/15/2014,(null),Organic Search,(null),1,0,0,(null)
TY13,2/15/2014,(null),Non-Campaign,(null),1,0,(null),(null)
TY13,2/15/2014,(null),Non-Campaign,(null),1,0,0,(null)
TY13,2/15/2014,(null),Paid Search,(null),1,0,(null),(null)
TY13,2/15/2014,Deluxe,Non-Campaign,Veteran,1,1,6,$39.99
TY13,2/15/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,2/15/2014,Deluxe,DR,Veteran,1,1,0,$39.99
TY13,2/15/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/15/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/15/2014,Deluxe,Organic Search,Veteran,1,1,1,$39.99
TY13,2/15/2014,Free,FI Channel,Veteran,1,1,0,$0.00
TY13,2/15/2014,Free,Organic Search,Veteran,1,1,4,$0.00
TY13,2/15/2014,Free,Non-Campaign,Veteran,1,1,3,$0.00
TY13,2/15/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/15/2014,Free,Non-Campaign,Veteran,1,1,2,$0.00
TY13,2/15/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/15/2014,Free,Affiliate,Veteran,1,1,(null),$0.00
TY13,2/16/2014,(null),Non-Campaign,(null),1,0,2,(null)
TY13,2/16/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/16/2014,Deluxe,Organic Search,Veteran,1,1,2,$39.99
TY13,2/16/2014,Deluxe,Paid Search,Veteran,1,1,1,$39.99
TY13,2/16/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/16/2014,Deluxe,Non-Campaign,Veteran,1,1,1,$39.99
TY13,2/16/2014,Deluxe,FI Channel,Veteran,1,1,3,$39.99
TY13,2/16/2014,Deluxe,Paid Search,Veteran,1,1,0,$39.99
TY13,2/16/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,2/16/2014,Deluxe,Paid Search,Veteran,1,1,2,$39.99
TY13,2/16/2014,Deluxe,Non-Campaign,Veteran,1,1,5,$39.99
TY13,2/16/2014,Free,Paid Search,Veteran,1,1,1,$0.00
TY13,2/16/2014,Free,Non-Campaign,Veteran,1,1,1,$0.00
TY13,2/16/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/16/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/16/2014,Free,Affiliate,Veteran,1,1,0,$0.00
TY13,2/16/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/16/2014,Free,DR,Veteran,1,1,0,$0.00
TY13,2/16/2014,Free,Paid Search,Veteran,1,1,2,$0.00
TY13,2/16/2014,Free,Display,Veteran,1,1,0,$0.00
TY13,2/16/2014,H & B,Paid Search,Veteran,1,1,4,$99.99
TY13,2/17/2014,(null),Non-Campaign,(null),1,0,1,(null)
TY13,2/17/2014,(null),Paid Search,(null),1,0,0,(null)
